0050,jxW50,"4,233,093",711,"327,234,575",76.90,77.70,76.85,77.70,+,0.80,77.60,49,77.70,742,"0.00"","
0051,j100,"10,250",15,"292,225",28.50,28.60,28.50,28.50,+,0.15,28.46,50,28.60,3,"0.00"","
0052,I,"3,000",3,"142,910",47.37,47.77,47.37,47.77,+,0.84,47.46,1,47.81,5,"0.00"","
0053,jql,"12,000",11,"406,160",33.52,33.93,33.52,33.93,+,0.41,33.93,50,34.00,1,"0.00"","
0054,jx50,"49,000",8,"1,169,930",23.79,23.94,23.79,23.94,+,0.15,23.99,50,24.18,3,"0.00"","
0055,jMSCI,"8,000",7,"119,650",14.92,14.97,14.92,14.97,+,0.05,14.94,12,14.97,14,"0.00"","
0056,j,"1,857,755",376,"46,447,332",24.97,25.05,24.94,25.05,+,0.07,25.03,44,25.05,74,"0.00"","
0057,Ix,"3,000",3,"136,730",45.53,45.67,45.53,45.67,+,0.12,45.83,20,46.02,20,"0.00"","
0058,IoF,0,0,0,--,--,--,--, ,0.00,43.71,10,43.80,1,"0.00"","
0059,I,"2,000",2,"70,020",34.96,35.06,34.96,35.06,X,0.00,34.78,1,35.06,5,"0.00"","
0061,j_`,"3,545,000",589,"56,283,710",15.80,15.91,15.78,15.89,+,0.09,15.89,89,15.90,40,"0.00"","
006203,jMSCIxW,"1,000",1,"35,720",35.72,35.72,35.72,35.72,+,0.32,35.62,50,35.96,20,"0.00"","
006204,OW[v,"1,000",1,"50,100",50.10,50.10,50.10,50.10,-,0.05,50.30,15,50.35,1,"0.00"","
006205,IW,"4,462,975",540,"124,297,911",27.72,27.93,27.72,27.79,+,0.03,27.79,9,27.81,1,"0.00"","
006206,jW50,"449,200",124,"12,209,317",27.10,27.23,27.04,27.22,+,0.10,27.20,1,27.23,3,"0.00"","
006207,FH`,"1,068,000",121,"22,201,160",20.70,20.86,20.70,20.75,+,0.05,20.75,49,20.76,10,"0.00"","
006208,Ix50,"24,132",26,"1,100,547",45.60,45.63,45.59,45.61,X,0.00,45.53,1,45.66,10,"0.00"","
00625K,IW+R,"50,000",2,"311,500",6.23,6.23,6.23,6.23,+,0.05,6.24,30,6.31,10,"0.00"","
00631L,jxW502,"1,519,250",506,"46,026,787",30.00,30.58,29.99,30.58,+,0.59,30.56,1,30.58,49,"0.00"","
00632R,jxW501,"56,536,749","4,619","822,807,668",14.61,14.62,14.50,14.51,-,0.09,14.51,831,14.52,"11,120","0.00"","
00633L,IW2,"22,975,100","3,556","850,843,810",36.81,37.29,36.81,36.89,+,0.10,36.88,258,36.89,8,"0.00"","
